"","Seconds","Date_Time","CO2ppm","WVppt","RefBP","DegC1","DegC2","Volts_6","FRB_mlmin","FRC_mlmin","Chamber","TC1","RH_pct","Light_Lux","BP_kPa","Act_1","Act_2","Act_3","Act_4","Act_5","Act_6","Act_7","Act_8","Act_9","Act_10","Act_11","Act_12","Act_13","Act_14","Act_15","Act_16","c_FRC_mlmin","c_CO2ppm","CO2_mlmin","FlyChamber1","FlyChamber2","FlyChamber3","FlyChamber4","FlyChamber5","FlyChamber6","FlyChamber7","FlyChamber8","FlyChamber9","FlyChamber10","FlyChamber11","FlyChamber12","FlyChamber13","FlyChamber14","FlyChamber15","FlyChamber16","CO2_mlminFly1","CO2_mlminFly2","CO2_mlminFly3","CO2_mlminFly4","CO2_mlminFly5","CO2_mlminFly6","CO2_mlminFly7","CO2_mlminFly8","CO2_mlminFly9","CO2_mlminFly10","CO2_mlminFly11","CO2_mlminFly12","CO2_mlminFly13","CO2_mlminFly14","CO2_mlminFly15","CO2_mlminFly16"
"11",10,61962.97,-2.471,25.0308,95.4516,30.4196,29.2561,2.5044,25.05,25.81,16,23.23,25.94,4.13,100.722,0,0,0,0,0,29.59,9.36,0,40.86,0,1.76,4.09,1.5,0,0,0,25.73263,7.07106e-06,0.000181957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181957
"12",11,61962.97,-2.4931,25.037,95.4518,30.4129,29.2568,2.5059,25.02,25.84,16,23.23,25.94,4.1,100.722,0,0,0,0,0,16.65,19.14,0,22.98,0,8.49,2.3,0.84,0,0,0,25.67117,7.173785e-06,0.0001841594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001841594
"13",12,61962.97,-2.5101,25.0417,95.4558,30.4069,29.264,2.5035,24.77,25.55,16,23.23,25.94,4.37,100.723,0,0,0,0,0,7.87,8.08,0,33.55,0,7.4,1.29,0.47,0,0,0,25.62437,7.265606e-06,0.0001861766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001861766
"14",13,61962.97,-2.5423,25.041,95.4572,30.4081,29.2663,2.5049,24.79,25.5,16,23.23,25.94,4.1,100.723,0,0,0,0,0,4.42,6.06,0,21.5,0,10.73,2.98,0.27,0,0,0,25.5928,7.343369e-06,0.0001879374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001879374
"15",14,61962.97,-2.539,25.0378,95.4602,30.4254,29.2674,2.5039,24.77,25.53,16,23.37,25.94,4.15,100.723,0,0,0,0,0,3.32,3.41,0,16.59,0,9.03,2.8,0.15,0,0,0,25.58109,7.403499e-06,0.0001893895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001893895
"16",15,61962.97,-2.5406,25.0279,95.4564,30.4178,29.2592,2.5017,24.75,25.56,16,23.37,25.94,4.1,100.722,0,0,0,0,0,1.87,1.92,0,9.33,2.25,21.96,1.58,3.08,0,0,0,25.58942,7.451319e-06,0.0001906749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001906749
"17",16,61962.97,-2.5339,25.0296,95.453,30.4097,29.2573,2.5026,24.75,25.49,16,23.37,25.94,4.1,100.722,0,0,0,0,0,0.79,0.81,0,7.5,2.39,21.35,0.89,1.74,0,0,0,25.61154,7.48368e-06,0.0001916686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001916686
"18",17,61962.97,-2.4986,25.0376,95.4585,30.4088,29.2641,2.5033,24.76,25.55,16,23.37,25.94,4.1,100.721,0,0,0,0,0,0.44,0.61,0,21.09,1.34,12.01,0.5,0.98,0,0,0,25.63641,7.522079e-06,0.0001928391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001928391
"19",18,61962.97,-2.4397,25.0346,95.4552,30.4105,29.2599,2.5035,25.01,25.82,16,23.37,25.94,4.1,100.721,0,0,0,0,0,0.25,0.26,0,12.99,0.76,6.76,0.28,0.55,0,0,0,25.67666,7.550922e-06,0.0001938825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001938825
"20",19,61962.97,-2.3582,25.0364,95.4535,30.4149,29.2597,2.5031,24.99,25.85,16,23.37,25.88,4.41,100.721,0,0,0,0,0,0.14,0.14,0,16.49,0.43,3.8,0.16,0.31,0,0,0,25.73205,7.554124e-06,0.0001943831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001943831
"21",20,61962.97,-2.2786,25.0363,95.4576,30.4014,29.2681,2.503,25.01,25.82,16,23.37,25.88,4.08,100.72,0,0,0,0,0,0.08,0.11,0,9.28,0.24,10.39,0.09,0.17,0,0,0,25.76372,7.560398e-06,0.000194784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194784
"22",21,61962.97,-2.1884,25.0337,95.4562,30.42,29.2807,2.5028,24.98,25.81,16,23.37,25.88,4.06,100.72,0,0,0,0,0,0.04,0.89,0,8.22,0.13,5.84,0.05,0.1,0,0,0,25.77968,7.560471e-06,0.0001949065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001949065
"23",22,61962.97,-2.1066,25.0348,95.4584,30.4116,29.283,2.5035,25.05,25.77,16,23.37,25.88,4.06,100.72,0,0,0,0,0,0.02,0.5,0,4.62,0.08,12.1,0.03,0.05,0,0,0,25.79377,7.55042e-06,0.0001947538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001947538
"24",23,61962.97,-1.9979,25.035,95.4553,30.4105,29.2643,2.5037,25.07,25.74,16,23.37,25.88,4.5,100.72,0,0,0,0,0,0.01,0.28,0,4.06,0.04,10.74,0.02,0.03,0,0,0,25.80505,7.540243e-06,0.0001945764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001945764
"25",24,61962.97,-1.9095,25.0326,95.458,30.4159,29.2623,2.5034,25.04,25.75,16,23.37,25.88,4.1,100.72,0,0,0,0,0,0.01,0.16,0,11.29,0.02,6.04,3.38,0.02,0,0,0,25.79527,7.532564e-06,0.0001943045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001943045
"26",25,61962.97,-1.7984,25.04,95.4585,30.4167,29.2652,2.5038,24.97,25.75,16,23.37,25.88,4.1,100.72,0,0,0,0,0,0,1.59,0,9.69,3.2,13.24,3.4,0.01,0,0,0,25.76941,7.524404e-06,0.0001938995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001938995
"27",26,61962.97,-1.6973,25.0384,95.4545,30.412,29.2702,2.5035,25,25.77,16,23.37,25.88,4.1,100.719,0,0,0,0,0,0,0.89,0,25.7,2.4,13.68,2.55,0.01,0,0,0,25.75883,7.510085e-06,0.000193451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000193451
"28",27,61962.97,-1.6055,25.0351,95.4523,30.4105,29.2653,2.5037,25.03,25.77,16,23.37,25.88,4.52,100.719,0,0,0,0,0,0,0.5,0,18.96,1.35,8.82,5.75,0,0,0,0,25.755,7.487108e-06,0.0001928304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001928304
"29",28,61962.97,-1.4989,25.032,95.457,30.4145,29.2637,2.5031,25.04,25.82,16,23.37,25.88,4.13,100.719,0,0,0,0,0,0,0.28,0,20.22,0.76,7.21,3.23,0,0,0,0,25.75667,7.472619e-06,0.0001924698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001924698
"30",29,61962.97,-1.3923,25.0196,95.4574,30.4089,29.2587,2.5037,25.05,25.79,16,23.43,25.88,4.13,100.719,0,0,0,0,0,0,0.16,0,12.33,0.43,7.06,1.82,0,0,0,0,25.76462,7.458946e-06,0.0001921769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001921769
"31",30,61962.97,-1.2565,25.0238,95.4552,30.41,29.2699,2.5029,25.07,25.74,16,23.43,25.88,4.53,100.72,0,0,0,0,0,0,0.09,0,13.68,0.18,5.51,0.77,0,0,0,0,25.76991,7.442618e-06,0.0001917956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001917956
"32",31,61962.97,-1.1714,25.0284,95.4534,30.4112,29.2712,2.5034,24.98,25.71,16,23.43,25.94,4.1,100.72,0,0,0,0,0,0,0.05,0,33.2,1.23,4.13,0.58,0,0,0,0,25.77354,7.428506e-06,0.0001914589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001914589
"33",32,61962.97,-1.0705,25.0335,95.4541,30.4142,29.275,2.5033,24.97,25.74,16,23.43,25.94,4.11,100.72,0,0,0,0,0,0,0.03,0,29.17,2.42,2.32,1.45,0,0,0,0,25.7804,7.41818e-06,0.0001912436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001912436
"34",33,61962.97,-0.96,25.0227,95.4532,30.413,29.2673,2.5021,25.03,25.8,16,23.43,25.94,4.37,100.72,0,0,0,0,0,0,0.02,0,27.28,1.02,0.98,0.61,0,0,0,0,25.78244,7.410018e-06,0.0001910484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001910484
"35",34,61962.97,-0.8693,25.0325,95.4528,30.4092,29.2926,2.5019,24.98,25.83,16,23.43,25.94,4.48,100.721,0,0,0,0,0,0,0.01,0,24.91,0.57,36.55,0.46,0,0,0,0,25.78796,7.395794e-06,0.0001907225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001907225
"36",35,61962.97,-0.7845,25.0334,95.4555,30.4111,29.2747,2.5027,24.99,25.82,16,23.43,25.94,3.99,100.721,0,0,0,0,0,0,0.01,0,14.01,0.32,58.91,0.26,0,0,0,0,25.79371,7.38475e-06,0.0001904801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001904801
"37",36,61962.97,-0.69,25.0296,95.454,30.4234,29.2697,2.5031,25.01,25.8,16,23.43,25.94,4.23,100.721,0,0,0,0,0,0,0,0,16.51,4.12,28.46,0.11,0,0,0,0,25.80827,7.373402e-06,0.0001902948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001902948
"38",37,61962.97,-0.6124,25.0306,95.4571,30.4221,29.2754,2.5048,25.14,25.82,16,23.43,25.94,4.1,100.721,0,0,0,0,0,0,20.25,0,11.54,2.32,16.01,0.08,0,0,0,0,25.81938,7.354375e-06,0.0001898854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001898854
"39",38,61962.97,-0.5391,25.0392,95.4586,30.4257,29.2693,2.5059,25.05,25.82,16,23.43,25.94,4.48,100.721,0,0,0,0,0,0,12.52,0,17.74,1.3,9.01,0.03,0,0,0,0,25.82563,7.333683e-06,0.000189397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189397
"40",39,61962.97,-0.4934,25.0336,95.4552,30.4301,29.2649,2.5048,25.05,25.79,16,23.43,25.95,4.13,100.721,0,0,0,0,0,0,7.04,0,34.92,0.73,5.07,0.02,0,0,0,0,25.81986,7.312944e-06,0.0001888192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001888192
"41",40,61962.97,-0.4407,25.0348,95.4527,30.4227,29.2668,2.5039,25.08,25.83,16,23.43,25.95,4.53,100.721,0,0,0,0,0,0,3.96,0,28.64,1.54,2.85,0.01,0,0,0,0,25.80746,7.297635e-06,0.0001883334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001883334
"42",41,61962.97,-0.3882,25.0359,95.4582,30.4242,29.2642,2.5039,25.07,25.82,16,23.43,25.95,4.13,100.721,0,0,0,0,0,0,2.23,0,16.11,0.86,1.6,0.01,0,0,0,0,25.80888,7.282262e-06,0.000187947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187947
"43",42,61962.97,-0.3568,25.0335,95.4558,30.4131,29.2678,2.5017,25.05,25.82,16,23.43,25.95,4.33,100.721,0,0,0,0,0,0,1.25,0,9.06,1.99,11.59,0,0,0,0,0,25.80633,7.268406e-06,0.0001875709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001875709
"44",43,61962.97,-0.3249,25.034,95.458,30.4124,29.2666,2.5029,25.02,25.79,16,23.43,25.95,4.1,100.72,0,0,0,0,0,0,0.7,0,10.16,5.24,13.08,2.63,0,0,0,0,25.80329,7.255e-06,0.0001872028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001872028
"45",44,61962.97,-0.297,25.0271,95.4514,30.4136,29.2719,2.5031,25.04,25.8,16,23.43,25.95,4.13,100.72,0,0,0,0,0,0,0.4,0,10.21,4.45,8.86,1.48,0,0,0,0,25.79816,7.237345e-06,0.0001867102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001867102
"46",45,61962.97,-0.2801,25.0288,95.4546,30.4161,29.2733,2.5036,25,25.77,16,23.43,25.88,4.13,100.72,0,0,0,0,0,0,0.22,0,23,2.5,6.11,0.83,0,0,0,0,25.80501,7.2265e-06,0.0001864799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001864799
"47",46,61962.97,-0.2642,25.035,95.4556,30.4113,29.2772,2.5043,24.97,25.8,16,23.43,25.88,4.1,100.72,0,0,0,0,0,0,0.13,0,32.44,1.41,7.75,0.47,0,0,0,0,25.81033,7.218822e-06,0.0001863201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001863201
"48",47,61962.97,-0.2596,25.0439,95.4585,30.4204,29.2761,2.5054,25.03,25.86,16,23.43,25.88,4.28,100.72,0,0,0,0,0,0,0.07,0,28.93,2.29,4.36,0.26,0,0,0,0,25.81454,7.207691e-06,0.0001860633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001860633
"49",48,61962.97,-0.2483,25.0349,95.4587,30.4253,29.2829,2.5047,25.06,25.76,16,23.43,25.88,4.13,100.721,0,0,0,0,0,0,0.04,0,27.52,1.29,2.45,0.15,0,0,0,0,25.81412,7.197001e-06,0.0001857842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001857842
"50",49,61962.97,-0.2479,25.0372,95.4639,30.4123,29.2815,2.5031,25.06,25.82,16,23.43,25.88,4.51,100.721,0,0,0,0,0,0,0.02,0,18.48,2.98,1.38,0.08,1.5,0,0,0,25.81301,7.187992e-06,0.0001855437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001855437
"51",50,61962.97,-0.2488,25.0328,95.4566,30.4185,29.2711,2.5043,25,25.84,16,23.43,25.88,4.1,100.722,0,0,0,0,0,0,0.01,14.25,26.33,3.36,0.78,0.05,0.84,0,0,0,25.8118,7.171783e-06,0.0001851166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001851166
"52",51,61962.97,-0.2508,25.0184,95.4555,30.4183,29.272,2.5035,25.01,25.87,16,23.43,25.88,4.11,100.722,0,0,0,0,0,0,0.01,35.39,31.69,1.89,0.44,0.03,0.47,0,0,0,25.8091,7.15091e-06,0.0001845586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001845586
"53",52,61962.97,-0.2548,25.0351,95.4564,30.4174,29.2644,2.504,25.01,25.78,16,23.43,25.88,4.1,100.722,0,0,0,0,0,0,0,23.84,17.82,1.06,8.5,0.01,0.27,0,0,0,25.79526,7.137508e-06,0.0001841139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001841139
"54",53,61962.97,-0.261,25.0366,95.4587,30.4273,29.2762,2.5041,24.97,25.78,16,23.43,25.88,4.44,100.722,0,0,0,0,0,0,0,24.66,47.34,2.85,6.28,0.01,0.15,0,0,0,25.77854,7.128433e-06,0.0001837606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001837606
"55",54,61962.97,-0.2681,25.0394,95.4581,30.4263,29.265,2.5036,24.95,25.72,16,23.43,25.88,4.06,100.722,0,0,0,0,0,0,0,13.87,26.63,3.1,3.53,0,0.08,0,0,0,25.77261,7.117897e-06,0.0001834467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001834467
"56",55,61962.97,-0.2724,25.0256,95.4548,30.4155,29.2699,2.5031,24.96,25.77,16,23.43,25.88,4.34,100.722,0,0,0,0,0,0,0,7.8,28.29,1.74,1.99,5.63,0.05,0,0,0,25.77119,7.106211e-06,0.0001831355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001831355
"57",56,61962.97,-0.279,25.0233,95.457,30.4148,29.2673,2.5012,25.06,25.76,16,23.43,25.88,4.06,100.721,0,0,0,0,0,0,0,4.39,17.41,5.11,1.12,4.67,0.03,0,0,0,25.75738,7.089562e-06,0.0001826085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001826085
"58",57,61962.97,-0.2878,25.0268,95.4544,30.4113,29.2715,2.5013,25.02,25.75,16,23.43,25.88,4.13,100.721,0,0,0,0,0,0,0,2.47,11.3,2.87,0.63,6.94,0.02,0,0,0,25.75008,7.068606e-06,0.0001820172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001820172
"59",58,61962.97,-0.2978,25.0358,95.4555,30.4157,29.2693,2.5019,25.04,25.7,16,23.43,25.88,4.06,100.722,0,0,0,0,0,0,0,9.45,43.85,4.24,2.6,5.4,0.01,0,0,0,25.74366,7.052051e-06,0.0001815456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001815456
"60",59,61962.97,-0.3013,25.0314,95.4542,30.4208,29.2702,2.5026,25.04,25.8,16,23.43,25.81,4.06,100.721,0,0,0,0,0,0,0,22.57,31.98,3.51,9.34,8.66,0,0,0,0,25.74469,7.044413e-06,0.0001813562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001813562
"61",60,61962.97,-0.322,25.0342,95.4495,30.4217,29.2771,2.5038,24.96,25.81,16,23.43,25.81,4.06,100.721,0,0,0,0,0,0,0,23.94,20.99,1.97,5.25,6,0,0,0,0,25.74367,7.032358e-06,0.0001810387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001810387
"62",61,61962.97,-0.3333,25.0334,95.4474,30.4164,29.2777,2.5035,24.99,25.72,16,23.43,25.81,4.06,100.721,0,0,0,0,0,0,0,35.78,15.93,1.11,4.46,6.37,1.13,0,0,0,25.75878,7.019525e-06,0.0001808144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001808144
"63",62,61962.97,-0.3489,25.0353,95.4487,30.4124,29.2847,2.5031,25.01,25.73,16,23.43,25.81,4.06,100.721,0,0,0,0,0,0,0,20.13,13.65,0.62,2.51,4.71,0.63,0,0,0,25.76253,7.01138e-06,0.0001806309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001806309
"64",63,61962.97,-0.369,25.0365,95.4501,30.4026,29.2837,2.5036,25.02,25.75,16,23.43,25.81,4.06,100.721,0,0,0,0,0,0,0,11.32,7.68,0.35,2.91,4.9,0.36,0,9.19,0,25.7738,7.004262e-06,0.0001805264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001805264
"65",64,61962.97,-0.3833,25.0346,95.4524,30.3991,29.2847,2.5034,24.98,25.74,16,23.43,25.81,4.04,100.721,0,0,0,0,0,0,0,6.37,13.51,0.2,1.64,14.76,0.2,0,5.17,0,25.78304,6.994066e-06,0.0001803283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001803283
