,Seconds,Date_Time,CO2ppm,WVppt,RefBP,DegC1,DegC2,Volts_6,FRB_mlmin,FRC_mlmin,TC1,TC1.1,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
409,408,61962.88,-7.1486,25.0314,95.5477,5.1513,6.5936,2.5033,24.9,24.74,2,19.15,33.2,4.66,100.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19,0,24.81867,1.64E-07,4.06E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,409,61962.88,-7.1536,25.0372,95.5443,5.1464,6.5805,2.5032,24.97,24.83,2,19.15,33.2,4.65,100.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,24.84003,1.61E-07,4.00E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,410,61962.88,-7.1624,25.0369,95.5468,5.1434,6.5844,2.5027,25.08,24.92,2,19.15,33.2,5.01,100.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,24.82647,1.56E-07,3.88E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,411,61962.88,-7.1523,25.0307,95.5443,5.1396,6.5963,2.5026,24.97,24.78,2,19.15,33.2,4.68,100.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,24.84433,1.54E-07,3.83E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,412,61962.88,-7.1587,25.031,95.5456,5.1335,6.6,2.5038,24.88,24.74,2,19.15,33.2,4.65,100.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,24.84846,1.45E-07,3.61E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,413,61962.88,-7.1475,25.0289,95.5433,5.1517,6.5905,2.5013,24.96,24.81,2,19.15,33.2,4.66,100.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,0,24.85039,1.51E-07,3.75E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,414,61962.88,-7.1507,25.0349,95.5439,5.1457,6.5963,2.5027,25.07,24.94,2,19.15,33.23,4.93,100.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,24.84912,1.60E-07,3.97E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,415,61962.88,-7.1532,25.0345,95.5438,5.1445,6.6003,2.5021,25.12,24.99,2,19.15,33.23,4.68,100.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,24.87442,1.52E-07,3.77E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,416,61962.88,-7.1571,25.0318,95.5436,5.1436,6.583,2.5027,24.93,24.76,2,19.15,33.23,4.68,100.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,24.85966,1.60E-07,3.98E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,417,61962.88,-7.1674,25.0364,95.5425,5.1455,6.5786,2.5031,25.04,24.93,2,18.91,33.23,4.62,100.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,24.85678,1.70E-07,4.22E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,418,61962.88,-7.1535,25.0313,95.541,5.1471,6.5878,2.5028,24.94,24.79,2,18.91,33.23,4.63,100.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,24.85338,1.56E-07,3.88E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,419,61962.88,-7.1524,25.0302,95.5432,5.1439,6.5835,2.5028,25.09,24.93,2,18.91,33.23,4.89,100.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.68,0,24.85162,1.39E-07,3.46E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,420,61962.88,-7.1571,25.0376,95.5449,5.1464,6.5843,2.5038,24.93,24.75,2,18.91,33.23,4.66,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,24.82374,1.47E-07,3.64E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,421,61962.88,-7.1667,25.0313,95.5435,5.1444,6.5836,2.5036,25.08,24.86,2,18.91,33.23,5.07,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,24.81507,1.62E-07,4.02E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,422,61962.88,-7.157,25.033,95.5388,5.1437,6.5864,2.5022,24.95,24.72,2,18.91,33.23,4.66,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,24.81002,1.63E-07,4.06E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,423,61962.88,-7.1608,25.0497,95.5428,5.1446,6.5839,2.5026,25.06,24.86,2,18.91,33.27,4.72,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,24.83201,1.54E-07,3.82E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,424,61962.88,-7.1501,25.0596,95.5436,5.1486,6.5944,2.5025,24.97,24.79,2,18.91,33.27,4.73,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,24.82967,1.51E-07,3.75E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,425,61962.88,-7.1611,25.0514,95.5449,5.149,6.5876,2.5028,25.09,24.92,2,18.91,33.27,4.96,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,24.85018,1.57E-07,3.90E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,426,61962.88,-7.1476,25.0366,95.5403,5.1554,6.5886,2.5029,24.96,24.78,2,18.91,33.27,4.66,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,24.85139,1.56E-07,3.88E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,427,61962.88,-7.1566,25.0314,95.542,5.1516,6.5868,2.5016,25.15,24.96,2,18.91,33.27,4.66,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,24.86181,1.64E-07,4.08E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,428,61962.88,-7.1378,25.039,95.545,5.1465,6.583,2.5034,24.92,24.82,2,18.91,33.27,4.66,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,24.86514,1.58E-07,3.93E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,429,61962.88,-7.1495,25.0335,95.5391,5.1468,6.5823,2.5034,25.04,24.95,2,18.91,33.27,4.66,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,24.86777,1.41E-07,3.50E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,430,61962.88,-7.1657,25.0415,95.5419,5.1392,6.5802,2.5029,24.95,24.84,2,18.91,33.27,4.73,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,24.87652,1.46E-07,3.64E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,431,61962.88,-7.1808,25.0402,95.5439,5.1502,6.579,2.5034,25.04,24.87,2,18.91,33.27,4.66,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,24.88424,1.56E-07,3.89E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,432,61962.88,-7.1668,25.0359,95.541,5.1437,6.5818,2.5033,24.97,24.81,2,18.91,33.27,4.72,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,24.87478,1.48E-07,3.68E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,433,61962.88,-7.154,25.0375,95.5433,5.1421,6.5854,2.5037,25,24.86,2,18.91,33.27,4.66,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.90027,1.38E-07,3.43E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,434,61962.88,-7.1557,25.0379,95.5441,5.1412,6.5819,2.5036,25.1,24.96,2,18.91,33.35,4.89,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.91095,1.44E-07,3.59E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,435,61962.88,-7.155,25.0425,95.5445,5.1416,6.5827,2.5032,24.96,24.89,2,18.91,33.35,4.66,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.91693,1.50E-07,3.75E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,436,61962.88,-7.1737,25.0389,95.5461,5.1502,6.5863,2.506,25.11,25.04,2,18.91,33.35,5.04,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9075,1.48E-07,3.69E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,437,61962.88,-7.1644,25.0312,95.5454,5.1486,6.5813,2.5059,24.94,24.83,2,18.87,33.39,4.66,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.92379,1.38E-07,3.44E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,438,61962.88,-7.1736,25.0268,95.5415,5.1497,6.5826,2.5038,25.09,24.92,2,18.87,33.39,4.66,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.92458,1.38E-07,3.45E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,439,61962.88,-7.1616,25.0392,95.5397,5.1458,6.5699,2.5032,25.12,25.04,2,18.87,33.39,4.66,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.90766,1.49E-07,3.70E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,440,61962.88,-7.1579,25.0384,95.5393,5.1468,6.5737,2.503,24.97,24.83,2,18.87,33.39,4.72,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8719,1.45E-07,3.60E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,441,61962.88,-7.1774,25.0366,95.5419,5.1514,6.5805,2.5028,24.89,24.73,2,18.87,33.39,4.73,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8525,1.44E-07,3.58E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,442,61962.88,-7.18,25.0329,95.5457,5.1485,6.5796,2.5031,24.98,24.89,2,18.87,33.39,4.66,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.84666,1.44E-07,3.59E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,443,61962.88,-7.1503,25.0341,95.5456,5.1558,6.5796,2.5027,25.08,24.91,2,18.87,33.39,4.66,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.82106,1.47E-07,3.64E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,444,61962.88,-7.169,25.0355,95.5433,5.1533,6.5804,2.5031,24.91,24.75,2,18.87,33.39,4.66,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.81162,1.56E-07,3.86E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,445,61962.88,-7.1775,25.0374,95.5426,5.1426,6.5689,2.5022,24.88,24.7,2,18.87,33.41,4.89,100.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.80091,1.50E-07,3.73E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,446,61962.88,-7.1734,25.0313,95.5412,5.1443,6.5717,2.5029,24.96,24.82,2,18.87,33.41,4.66,100.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.78757,1.47E-07,3.65E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,447,61962.88,-7.1578,25.0298,95.5408,5.1516,6.5716,2.5031,25.12,24.93,2,18.87,33.41,5.07,100.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.81272,1.46E-07,3.62E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,448,61962.88,-7.1724,25.0328,95.5459,5.1348,6.5745,2.5031,24.96,24.79,2,18.87,33.41,4.66,100.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.80528,1.46E-07,3.63E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
