Seconds,Date_Time,CO2ppm,WVppt,RefBP,DegC1,DegC2,Volts_6,FRB_mlmin,FRC_mlmin,Chamber,TempC,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
10,62646.38,5.1347,25.0448,96.2414,5.0638,6.1992,2.5034,25.01,25.75,15,20.74,35.72,4.51,101.782,4.14,0,0,0,0,0,0,0,10.39,0,0,0,0,0,0,0.82,25.73699,2.079074E-06,5.350911E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.350911E-05,0
11,62646.38,3.7124,25.0383,96.2419,5.0622,6.1946,2.5028,25.05,25.73,15,20.74,35.72,4.34,101.782,5.7,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0.46,25.71301,2.036511E-06,5.236484E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.236484E-05,0
12,62646.38,2.12,25.0336,96.2404,5.0545,6.1948,2.5033,24.99,25.77,15,20.74,35.72,4.36,101.783,3.21,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,1.39,25.70243,1.982424E-06,5.095312E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.095312E-05,0
13,62646.38,1.2737,25.0333,96.2419,5.0627,6.1941,2.5031,24.98,25.7,15,20.74,35.91,4.34,101.783,1.8,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.78,25.70804,1.952099E-06,5.018464E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.018464E-05,0
14,62646.38,0.3986,25.0348,96.243,5.0674,6.1888,2.5046,25,25.77,15,20.74,35.91,4.57,101.783,1.01,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0.44,25.72967,1.915087E-06,4.927455E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.927455E-05,0
15,62646.38,-0.4529,25.0321,96.2393,5.0655,6.1918,2.5038,25.08,25.8,15,20.74,35.91,4.34,101.784,0.57,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0.25,25.71879,1.866568E-06,4.800587E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800587E-05,0
16,62646.38,-1.0734,25.0339,96.24,5.0653,6.1886,2.503,24.94,25.61,15,20.63,35.91,4.64,101.784,0.32,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0.14,25.70388,1.822999E-06,4.685816E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.685816E-05,0
17,62646.38,-1.7996,25.0215,96.2372,5.0636,6.1883,2.5031,24.93,25.6,15,20.63,35.99,4.51,101.783,0.18,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.06,25.69215,1.803557E-06,4.633726E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.633726E-05,0
18,62646.38,-2.1061,25.0296,96.2403,5.0623,6.1868,2.5024,25,25.72,15,20.63,35.99,4.6,101.783,0.1,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.04,25.68707,1.786981E-06,4.59023E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59023E-05,0
19,62646.38,-2.4948,25.0336,96.2409,5.0628,6.1927,2.5034,25,25.74,15,20.63,35.99,4.34,101.783,3.99,0,0,0,0,0,0,0,0.08,0,1.12,0,0,0,0,0.02,25.69287,1.769452E-06,4.546229E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546229E-05,0
20,62646.38,-2.8739,25.0358,96.2396,5.0662,6.197,2.5045,24.94,25.69,15,20.63,35.99,4.34,101.783,2.25,1.5,0,0,0,0,0,0,0.04,0,0.47,0,0,0,0,0.01,25.69818,1.746046E-06,4.487019E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.487019E-05,0
21,62646.38,-3.1145,25.0381,96.2444,5.0637,6.1958,2.5043,24.95,25.59,15,20.63,35.99,4.34,101.784,3.51,0.84,0,0,0,0,0,0,0.03,0,0.36,0,0,0,0,1.51,25.69311,1.709806E-06,4.393024E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.393024E-05,0
22,62646.38,-3.41,25.0333,96.2413,5.0689,6.1963,2.5036,25.09,25.76,15,20.63,35.99,4.3,101.784,6.29,0.47,0,0,0,0,0,0,3.81,0,0.15,0,0,0,0,3.1,25.68987,1.684847E-06,4.328351E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.328351E-05,0
23,62646.38,-3.6175,25.0343,96.2414,5.0688,6.1983,2.5021,25.07,25.77,15,20.63,36.13,4.3,101.784,3.54,0.27,0,0,0,0,0,0,8.33,0,0.08,0,0,0,0,3.24,25.69629,1.664287E-06,4.2766E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2766E-05,0
24,62646.38,-3.8385,25.0383,96.2401,5.0712,6.202,2.5024,25,25.69,15,20.63,36.13,4.3,101.784,1.99,0.15,0,0,0,0,0,0,4.69,0,0.06,0,0,0,0,6.32,25.68904,1.647591E-06,4.232504E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.232504E-05,0
25,62646.38,-3.9902,25.0398,96.2393,5.0732,6.1957,2.5034,25.05,25.74,15,20.63,36.13,4.66,101.784,1.12,0.08,0,0,0,0,0,0,2.64,0,1.53,0,0,0,0,4.68,25.67929,1.631618E-06,4.189881E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.189881E-05,0
26,62646.38,-4.1338,25.0411,96.2434,5.0651,6.1946,2.5032,24.94,25.61,15,20.46,36.13,3.94,101.784,0.63,0.05,0,0,0,0,0,0,1.48,0,0.86,0,0,0,0,2.63,25.69039,1.611711E-06,4.140547E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.140547E-05,0
27,62646.38,-4.2679,25.0386,96.243,5.0701,6.1963,2.5025,25.01,25.63,15,20.46,36.13,3.94,101.784,0.35,0.03,0,0,0,0,0,0,0.83,0,1.61,0,0,0,0,1.48,25.71352,1.602255E-06,4.119963E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.119963E-05,0
28,62646.38,-4.3959,25.032,96.2401,5.0737,6.2009,2.5029,24.92,25.65,15,20.46,36.13,4.1,101.784,0.2,0.02,0,0,0,0,0,0,0.47,0,8.59,0,0,0,0,0.83,25.71824,1.589282E-06,4.087355E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.087355E-05,0
29,62646.38,-4.4929,25.0279,96.2413,5.072,6.2001,2.5035,24.97,25.73,15,20.46,36.13,4.32,101.784,0.11,0.01,0,0,0,0,0,0,1.76,0,8.96,0,0,0,0,0.47,25.6951,1.577293E-06,4.05287E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05287E-05,0
30,62646.38,-4.57,25.026,96.2409,5.0753,6.1963,2.5033,24.99,25.77,15,20.46,36.13,4.1,101.784,0.06,0,0,0,0,0,0,0,0.99,0,33.54,0,0,0,0,0.26,25.70413,1.565392E-06,4.023704E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.023704E-05,0
31,62646.38,-4.6629,25.0271,96.2408,5.0723,6.2006,2.5028,25.04,25.78,15,20.46,36.13,4.18,101.784,0.04,0,0,0,0,0,0,0,0.56,0,25.43,0,0,0,0,0.15,25.70577,1.558245E-06,4.00559E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00559E-05,0
32,62646.38,-4.7482,25.0449,96.2411,5.0704,6.2004,2.5016,25.11,25.79,15,20.46,36.13,4.3,101.784,0.02,0,0,0,0,0,0,0,0.31,0,21.43,0,0,0,0,1.58,25.70475,1.561968E-06,4.015001E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.015001E-05,0
33,62646.38,-4.832,25.0295,96.2403,5.0756,6.1917,2.5024,25.05,25.7,15,20.46,36.13,4.34,101.784,0.01,0,0,0,0,0,0,0,0.18,0,26.68,0,0,0,0,12.7,25.7267,1.558627E-06,4.009832E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.009832E-05,0
34,62646.38,-4.9024,25.0329,96.2376,5.0739,6.1899,2.5028,24.97,25.57,15,20.46,36.13,4.34,101.784,0.01,0,0,0,0,0,0,0,0.1,0,15.01,0,0,0,0,12.77,25.7373,1.549246E-06,3.987342E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.987342E-05,0
35,62646.38,-4.9649,25.0428,96.2382,5.0786,6.1917,2.5031,24.96,25.65,15,20.46,36.13,4.39,101.784,0,0,0,0,0,0,0,0,0.06,0,8.44,0,0,0,0,8.31,25.7186,1.537967E-06,3.955436E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.955436E-05,0
36,62646.38,-5.0197,25.0406,96.2398,5.073,6.2005,2.5029,25.08,25.8,15,20.46,36.13,4.71,101.784,0,0,0,0,0,0,0,0,0.03,0,4.75,0,0,0,0,4.67,25.70446,1.534096E-06,3.943311E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.943311E-05,0
37,62646.38,-5.0732,25.0353,96.24,5.07,6.194,2.5023,24.96,25.65,15,20.46,36.13,4.34,101.784,0,0,0,0,0,0,0,0,1.14,0,2.67,0,0,0,0,2.63,25.68934,1.529641E-06,3.929546E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.929546E-05,0
38,62646.38,-5.1359,25.0316,96.2441,5.0775,6.1983,2.5027,25.06,25.78,15,20.46,36.13,4.71,101.784,0,0,0,0,0,0,0,0,0.64,0,1.5,0,0,0,0,1.48,25.68241,1.5286E-06,3.925812E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.925812E-05,0
39,62646.38,-5.1758,25.034,96.2458,5.0777,6.194,2.5029,25.08,25.8,15,20.46,36.13,4.34,101.784,1.13,0,0,0,0,0,0,0,5.8,0,0.85,0,0,1.5,0,0.83,25.68156,1.533302E-06,3.93776E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93776E-05,0
40,62646.38,-5.2228,25.0442,96.2437,5.0804,6.1909,2.5035,25.01,25.64,15,20.46,36.13,4.37,101.784,0.63,0,0,0,0,0,0,0,3.26,0,0.48,0,0,0.84,0,0.35,25.68831,1.52444E-06,3.916029E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.916029E-05,0
41,62646.38,-5.2684,25.0397,96.2414,5.077,6.1914,2.5032,24.88,25.52,15,20.46,36.13,4.34,101.784,0.36,0,0,0,0,0,0,0,1.83,0,0.27,0,0,0.63,0,0.26,25.69037,1.520303E-06,3.905715E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.905715E-05,0
42,62646.38,-5.3049,25.0422,96.2455,5.073,6.1927,2.5033,25.01,25.72,15,20.46,36.52,4.67,101.784,0.2,0,0,0,0,0,0,0,1.03,0,0.15,0,0,0.27,0,0.15,25.67055,1.520953E-06,3.904371E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.904371E-05,0
43,62646.38,-5.3293,25.0239,96.243,5.0732,6.1918,2.5025,24.96,25.64,15,20.46,36.52,4.34,101.785,0.11,0,0,0,0,0,0,0,0.58,0,0.08,0,0,1.28,0,0.06,25.66684,1.516914E-06,3.89344E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89344E-05,0
44,62646.38,-5.3628,25.0329,96.2393,5.0735,6.1915,2.5025,24.95,25.7,15,20.46,36.52,4.59,101.785,0.06,0,0,0,0,0,0,0,0.33,1.5,0.05,0,0,0.72,0,0.05,25.67704,1.511669E-06,3.881517E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.881517E-05,0
45,62646.38,-5.3953,25.0347,96.2397,5.0717,6.1906,2.5032,25.03,25.69,15,20.46,36.52,4.34,101.785,0.03,0,0,0,0,0,0,0,0.18,6.09,0.03,0,0,0.4,0,0.02,25.66821,1.512338E-06,3.881901E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.881901E-05,0
46,62646.38,-5.4266,25.0366,96.2415,5.0729,6.195,2.503,25.05,25.69,15,20.46,36.88,4.37,101.785,0.02,0,0,0,0,0,0,0,0.1,3.43,0.02,0,0,0.23,0,0.01,25.66743,1.516151E-06,3.891571E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.891571E-05,0
47,62646.38,-5.4711,25.0466,96.2397,5.0696,6.1886,2.503,25.03,25.69,15,20.46,36.88,4.51,101.785,0.01,0,0,0,0,0,0,0,0.06,3.05,0.01,0,0,0.13,0,0.01,25.68637,1.51147E-06,3.882419E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.882419E-05,0
48,62646.38,-5.4917,25.0444,96.2363,5.0667,6.1842,2.5028,25,25.69,15,20.46,36.92,4.39,101.785,0,0,0,0,0,0,0,0,0.03,1.72,0,0,0,0.07,0,0,25.7096,1.51541E-06,3.89606E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89606E-05,0
49,62646.38,-5.5046,25.0399,96.2423,5.0717,6.1917,2.5026,25.05,25.77,15,20.46,36.92,4.34,101.785,0,0,0,0,0,0,0,0,0.02,0.97,0,0,0,0.04,0,0,25.71329,1.51365E-06,3.892091E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.892091E-05,0
50,62646.38,-5.5316,25.038,96.2424,5.0879,6.1914,2.5032,24.98,25.65,15,20.46,36.92,4.34,101.785,0,0,0,0,0,0,0,0,0.01,0.54,0,0,0,0.02,0,0,25.72654,1.513527E-06,3.893782E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.893782E-05,0
51,62646.38,-5.539,25.0271,96.242,5.0857,6.1864,2.5039,24.93,25.66,15,20.46,36.92,4.51,101.784,0,0,0,0,0,0,0,0,0.01,0.31,0,0,0,0.01,0,0,25.73819,1.521411E-06,3.915836E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.915836E-05,0
52,62646.38,-5.5615,25.033,96.2395,5.0859,6.1877,2.5052,24.98,25.72,15,20.46,36.92,4.36,101.784,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.01,0,0,25.74169,1.521405E-06,3.916353E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.916353E-05,0
53,62646.38,-5.5769,25.0356,96.2422,5.0832,6.1851,2.5042,25.08,25.85,15,20.46,36.92,4.36,101.784,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,25.73939,1.521066E-06,3.915132E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.915132E-05,0
54,62646.38,-5.5858,25.0342,96.2394,5.0789,6.1815,2.5048,25.07,25.84,15,20.46,36.92,4.34,101.784,0,0,0,0,0,0,0,0,2.63,0.05,0,0,0,0,0,0,25.73427,1.517241E-06,3.904509E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.904509E-05,0
55,62646.38,-5.6065,25.0416,96.2383,5.0759,6.1805,2.5048,24.99,25.7,15,20.46,36.92,4.71,101.784,0,0,0,0,0,0,0,0,3.73,0.03,1.13,0,0,0,0,0,25.72309,1.51485E-06,3.896662E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.896662E-05,0
56,62646.38,-5.6176,25.0353,96.2417,5.0694,6.1778,2.504,25,25.68,15,20.46,36.92,4.34,101.784,0,0,0,0,0,0,0,0,2.1,0.02,0.63,0,0,0,0,0,25.7072,1.517497E-06,3.901058E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.901058E-05,0
57,62646.38,-5.6396,25.0284,96.2399,5.0688,6.1778,2.5018,25.04,25.72,15,20.46,36.92,4.29,101.784,0,0,0,0,1.12,0,0,0,1.18,0.01,0.36,0,0,0,0,0,25.70212,1.510826E-06,3.883142E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.883142E-05,0
58,62646.38,-5.6255,25.0312,96.2404,5.0704,6.1694,2.5028,24.94,25.6,15,20.46,36.92,4.34,101.784,0,0,0,0,0.63,0,0,0,0.66,0.01,0.2,0,0,0,0,0,25.68655,1.504267E-06,3.863942E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.863942E-05,0
59,62646.38,-5.6431,25.0347,96.2402,5.0716,6.1696,2.5032,25.03,25.66,15,20.46,36.92,4.7,101.784,4.69,0,0,0,0.36,0,0,0,0.37,0,0.11,0,0,0,0,0,25.67789,1.493098E-06,3.833961E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.833961E-05,0
60,62646.38,-5.653,25.0312,96.2419,5.0683,6.1738,2.5033,24.97,25.67,15,20.46,36.92,4.34,101.784,2.64,0,0,0,0.15,0,0,0,0.21,7.13,1.19,0,0,0,0,0,25.65657,1.483248E-06,3.805505E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.805505E-05,0
61,62646.38,-5.6539,25.0355,96.2438,5.0708,6.1839,2.5027,24.98,25.66,15,20.46,37.08,4.59,101.784,3.17,0,0,0,0.11,0,0,0,0.12,5.51,0.67,0,0,0,0,0,25.66722,1.479068E-06,3.796356E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.796356E-05,0
62,62646.38,-5.6664,25.0308,96.2418,5.0654,6.1812,2.5051,25,25.69,15,20.46,37.08,4.51,101.784,1.78,0,0,0,0.06,0,0,0,0.07,5.35,0.38,0,0,0,0,0,25.69043,1.463547E-06,3.759915E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.759915E-05,0
63,62646.38,-5.6698,25.0346,96.2389,5.068,6.1867,2.5038,24.97,25.73,15,20.46,37.08,4.39,101.784,1,0,0,0,0.03,0,0,0,0.04,4.51,0.21,0,0,0,0,0,25.70355,1.445074E-06,3.714352E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.714352E-05,0
64,62646.38,-5.6721,25.0317,96.2397,5.0672,6.1813,2.5035,25.01,25.74,15,20.46,37.08,4.34,101.784,3.56,0,0,0,0.02,0,0,0,0.02,2.54,0.12,0,0,0,0,0,25.71084,1.437411E-06,3.695704E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.695704E-05,0
65,62646.38,-5.6777,25.0282,96.241,5.0619,6.1808,2.5033,25.07,25.75,16,20.46,37.08,4.34,101.784,2,0,0,0,0.01,0,0,0,0.01,2.93,0.07,0,0,0,0,0,25.73716,1.433336E-06,3.689E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.689E-05
66,62646.38,-5.6857,25.0322,96.24,5.0659,6.1794,2.503,24.89,25.65,16,20.46,37.08,4.69,101.784,1.13,0,0,0,0.01,0,0,0,0.01,1.65,0.04,0,0,0,0,0,25.7425,1.422446E-06,3.661731E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.661731E-05
