"","Seconds","Date_Time","CO2ppm","WVppt","RefBP","DegC1","DegC2","Volts_6","FRB_mlmin","FRC_mlmin","Chamber","TC1","RH_pct","Light_Lux","BP_kPa","Act_1","Act_2","Act_3","Act_4","Act_5","Act_6","Act_7","Act_8","Act_9","Act_10","Act_11","Act_12","Act_13","Act_14","Act_15","Act_16","c_FRC_mlmin","c_CO2ppm","CO2_mlmin","FlyChamber1","FlyChamber2","FlyChamber3","FlyChamber4","FlyChamber5","FlyChamber6","FlyChamber7","FlyChamber8","FlyChamber9","FlyChamber10","FlyChamber11","FlyChamber12","FlyChamber13","FlyChamber14","FlyChamber15","FlyChamber16","CO2_mlminFly1","CO2_mlminFly2","CO2_mlminFly3","CO2_mlminFly4","CO2_mlminFly5","CO2_mlminFly6","CO2_mlminFly7","CO2_mlminFly8","CO2_mlminFly9","CO2_mlminFly10","CO2_mlminFly11","CO2_mlminFly12","CO2_mlminFly13","CO2_mlminFly14","CO2_mlminFly15","CO2_mlminFly16"
"1",0,61962.05,-4.9967,25.0332,95.0058,4.8971,6.4417,2.5031,25.04,25.79,15,20.94,19.24,4.78,100.116,0,0,0.84,0,0,0,2.23,0,0.76,0,0,0,0,0,3.64,0.12,25.69485,1.887599e-06,4.850157e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.850157e-05,0
"2",1,61962.05,-5.2118,25.0308,95.0102,4.9155,6.3975,2.5035,24.9,25.73,15,20.94,18.84,5.08,100.119,0,0,0,0,0,0,5.63,0,0.11,0,0,3.38,0,0,0.57,1.5,25.69485,1.881863e-06,4.835419e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.835419e-05,0
"3",2,61962.05,-5.2396,25.0449,95.0087,4.9175,6.3855,2.5034,25.1,25.88,15,20.94,18.84,5.11,100.119,0,0,0,0,0,0,4.63,0,0.05,0,0,1.9,0,0,0.32,0.84,25.69485,1.870986e-06,4.807472e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807472e-05,0
"4",3,61962.05,-5.2352,25.048,95.0107,4.918,6.3835,2.5029,24.93,25.65,15,20.94,18.75,4.75,100.119,0,0,0,0,0,0,3.47,0,0.04,0,0,1.07,0,0,0.18,5.73,25.69485,1.846139e-06,4.743626e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.743626e-05,0
"5",4,61962.05,-5.2554,25.0341,95.0097,4.9087,6.3818,2.5028,24.92,25.61,15,20.94,18.75,4.82,100.119,0,0,0,0,0,0,3.08,0,0.02,0,0,0.6,0,0,0.1,7.72,25.69485,1.827735e-06,4.696338e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.696338e-05,0
"6",5,61962.05,-5.2745,25.0337,95.0091,4.9048,6.3794,2.5038,25.01,25.7,15,20.94,18.75,5.03,100.119,0,0,0,0,0,0,7.73,0,0.01,0,0,0.34,0,0,0.06,5.47,25.69485,1.817081e-06,4.668962e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.668962e-05,0
"7",6,61962.05,-5.2784,25.0407,95.0108,4.9072,6.3752,2.5033,25,25.7,15,20.94,18.75,4.39,100.119,0,0,0,0,0,0,9.97,0,0.01,0,0,0.19,0,0,0.03,4.58,25.69485,1.806251e-06,4.641136e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.641136e-05,0
"8",7,61962.05,-5.2868,25.0392,95.0108,4.899,6.367,2.505,25.06,25.73,15,20.94,18.75,4.46,100.119,0,0,0,0,0,0,7.72,0,0,0,0,0.11,0,0,0.02,2.57,25.69485,1.794588e-06,4.611167e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.611167e-05,0
"9",8,61962.05,-5.3015,25.0288,95.0116,4.8971,6.3683,2.5039,25.12,25.78,15,20.94,18.75,4.78,100.12,0,0,0,0,0,0,10.91,0,0,0,0,0.05,0,0,0.01,3.7,25.71545,1.780415e-06,4.578416e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.578416e-05,0
"10",9,61962.05,-5.2955,25.0273,95.0129,4.8983,6.366,2.5039,24.98,25.68,15,20.94,18.75,4.42,100.119,0,0,0,0,0,0,10.45,0,0,0,0,0.03,0,0,0.01,4.33,25.71669,1.760462e-06,4.527325e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.527325e-05,0
"11",10,61962.05,-5.3032,25.0335,95.0122,4.8989,6.3601,2.5029,24.94,25.63,15,20.94,18.75,4.78,100.12,0,0,0,0,0,0,9.81,0,0,0,0,0.02,0,0,0,4.12,25.73022,1.751718e-06,4.507209e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.507209e-05,0
"12",11,61962.05,-5.323,25.0335,95.0119,4.8945,6.362,2.5028,25,25.76,15,20.94,18.75,4.41,100.12,0,0,0,0,0,0,5.52,0,0,0,0,0.01,0,0,4.69,2.32,25.74569,1.746678e-06,4.496944e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.496944e-05,0
"13",12,61962.05,-5.3377,25.0365,95.011,4.8943,6.357,2.5031,24.97,25.74,15,20.94,18.73,4.76,100.12,0,0,0,0,0,0,5.92,0,0,0,0,0.01,0,0,7.51,3.93,25.74137,1.746793e-06,4.496486e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.496486e-05,0
"14",13,61962.05,-5.3432,25.0371,95.0128,4.8885,6.3511,2.5036,25.14,25.94,15,20.94,18.73,4.42,100.12,0,0,0,0,0,0,6.69,0,0,0,0,0,0,0,9.48,3.34,25.74468,1.737559e-06,4.47329e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47329e-05,0
"15",14,61962.05,-5.3488,25.0356,95.0139,4.889,6.3369,2.5022,24.94,25.71,15,20.94,18.73,4.42,100.12,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,10.21,1.88,25.74623,1.715269e-06,4.41617e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41617e-05,0
"16",15,61962.05,-5.3833,25.0387,95.0155,4.8896,6.3425,2.5022,24.9,25.62,15,20.94,18.73,4.41,100.12,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,13.43,4.81,25.75668,1.703537e-06,4.387747e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387747e-05,0
"17",16,61962.05,-5.4056,25.0381,95.0135,4.8904,6.3415,2.5037,24.98,25.74,15,20.94,18.73,4.81,100.12,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,9.8,2.7,25.76217,1.699251e-06,4.37764e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37764e-05,0
"18",17,61962.05,-5.4142,25.0325,95.0136,4.8866,6.338,2.5028,25.1,25.88,15,20.94,18.79,4.41,100.12,0,0,0,0,0,0,5.56,0,0,0,5.25,0,0,0,8.89,3.02,25.77521,1.693652e-06,4.365425e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.365425e-05,0
"19",18,61962.05,-5.4215,25.0365,95.0125,4.8709,6.3447,2.5016,25,25.7,15,20.94,18.79,4.67,100.121,0,0,0,0,0,0,5.75,0,0,0,2.95,0,0,0,7.63,1.7,25.77888,1.68099e-06,4.333404e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333404e-05,0
"20",19,61962.05,-5.4546,25.0299,95.0106,4.8709,6.3371,2.5029,25.02,25.8,15,20.94,18.79,4.42,100.121,0,0,0,0,0,0,3.24,0,0,0,1.66,0,0,0,4.29,0.96,25.78777,1.666974e-06,4.298755e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.298755e-05,0
"21",20,61962.05,-5.4631,25.0312,95.0125,4.8716,6.3316,2.5037,25.01,25.8,16,20.94,18.79,4.78,100.12,0,0,0,0,0,0,7.45,0,0,0,0.93,0,0,0,2.41,2.23,25.7846,1.656456e-06,4.271105e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.271105e-05
"22",21,61962.05,-5.4861,25.0306,95.0145,4.8697,6.3315,2.5037,25.01,25.83,16,20.94,18.79,4.41,100.12,0,0,0,0,0,0,4.19,0,0,0,0.53,0,0,0,3.04,1.25,25.81356,1.642512e-06,4.239907e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.239907e-05
"23",22,61962.05,-5.4979,25.0316,95.0138,4.8729,6.323,2.5038,24.96,25.78,16,20.94,18.79,4.44,100.12,0,0,0,0,0,0,7.61,0,0,0,0.3,0,0,0,3.21,0.7,25.82566,1.637821e-06,4.229782e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.229782e-05
"24",23,61962.05,-5.5106,25.0334,95.0158,4.8772,6.3278,2.5029,25.14,25.94,16,20.94,18.79,4.53,100.12,0,0,0,0,0,0,9.53,0,0,0,0.17,0,0,0,3.49,0.4,25.82648,1.663626e-06,4.29656e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29656e-05
"25",24,61962.05,-5.5294,25.0378,95.0138,4.8707,6.3205,2.5035,24.95,25.81,16,20.94,18.79,4.76,100.119,0,0,0,0,0,0,7.61,0,0,0,0.07,0,0,0,3.47,0.22,25.83326,1.71815e-06,4.43854e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43854e-05
"26",25,61962.05,-5.5468,25.042,95.0145,4.8586,6.3209,2.5035,24.92,25.78,16,20.94,18.79,4.51,100.119,0,0,0,0,0,0,5.97,0,0,0,0.05,0,0,0,8.7,0.13,25.85868,1.783783e-06,4.612628e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.612628e-05
"27",26,61962.05,-5.5758,25.033,95.0148,4.868,6.319,2.5034,25,25.8,16,20.94,18.79,4.51,100.119,0,0,1.12,0,0,0,4.48,0,0,0,0.02,0,0,0,9.02,0.07,25.85753,1.85931e-06,4.807717e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807717e-05
"28",27,61962.05,-5.5833,25.0448,95.0166,4.8624,6.3205,2.5038,25.08,25.91,16,20.94,18.79,4.68,100.119,0,0,0.63,0,0,0,2.52,0,0,0,0.01,0,0,0,5.07,0.04,25.86275,1.93609e-06,5.00726e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00726e-05
"29",28,61962.05,-5.5903,25.0411,95.0138,4.8531,6.3159,2.5037,25.07,25.89,16,20.94,18.85,4.48,100.12,0,0,0.36,0,0,0,2.54,0,0,0,0.01,0,0,0,4.54,0.02,25.85386,2.00927e-06,5.194739e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.194739e-05
"30",29,61962.05,-5.6124,25.0274,95.0105,4.8455,6.3098,2.5032,25.05,25.9,16,20.94,18.85,4.62,100.12,0,0,0.2,0,0,0,1.43,0,0,0,0,0,0,0,15.87,0.01,25.8567,2.089248e-06,5.402106e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.402106e-05
"31",30,61962.05,-5.6247,25.0144,95.0136,4.8418,6.3056,2.5032,25.03,25.87,16,20.94,18.85,4.44,100.12,0,0,0.11,0,0,0,0.8,0,0,0,0,0,0,0,10.43,0.01,25.85568,2.171152e-06,5.613661e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.613661e-05
"32",31,61962.05,-5.6429,25.0256,95.0085,4.8405,6.3071,2.5036,25.04,25.86,16,20.94,18.85,4.51,100.12,0,0,0.06,0,0,0,0.45,0,0,0,0,0,0,0,5.86,0,25.86216,2.23709e-06,5.785598e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.785598e-05
"33",32,61962.05,-5.6488,25.03,95.0113,4.8403,6.3065,2.5036,24.95,25.8,16,20.94,18.85,4.51,100.12,0,0,0.04,0,0,0,1.38,0,0,0,0,0,0,0,8.55,1.5,25.87358,2.280965e-06,5.901673e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.901673e-05
"34",33,61962.05,-5.659,25.0274,95.0117,4.8418,6.3052,2.503,25.01,25.84,16,20.94,18.85,4.9,100.12,0,0,0.02,0,0,0,0.78,0,0,0,0,0,0,0,17.18,0.85,25.87489,2.308765e-06,5.973904e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.973904e-05
"35",34,61962.05,-5.6799,25.0326,95.0111,4.8446,6.2994,2.5032,24.94,25.81,16,20.94,18.85,4.53,100.121,0,0,0.01,0,0,0,0.44,0,0,0,0,0,0,0,11.35,0.48,25.86429,2.311373e-06,5.978202e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.978202e-05
"36",35,61962.05,-5.6973,25.0277,95.01,4.8438,6.2993,2.5031,25.07,25.94,16,20.94,18.85,4.59,100.121,0,0,0.01,0,0,0,0.25,0,0,0,0,0,0,0,7.89,0.27,25.84622,2.319488e-06,5.994999e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.994999e-05
"37",36,61962.05,-5.7008,25.0295,95.0127,4.8486,6.3033,2.5036,25.04,25.87,16,20.94,18.94,4.51,100.121,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,4.44,0.15,25.83125,2.339136e-06,6.04228e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04228e-05
"38",37,61962.05,-5.7047,25.0358,95.0091,4.8443,6.3041,2.503,25.03,25.82,16,20.94,18.94,4.54,100.121,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,4.75,0.08,25.817,2.35169e-06,6.071357e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.071357e-05
"39",38,61962.05,-5.712,25.0387,95.0101,4.8403,6.2951,2.5039,25.1,25.92,16,20.94,18.94,4.54,100.121,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,3.13,0.05,25.80224,2.365445e-06,6.103378e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.103378e-05
"40",39,61962.05,-5.7256,25.0369,95.0125,4.8379,6.2951,2.5028,24.93,25.74,16,20.94,18.94,4.51,100.121,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,3.45,2.65,25.79377,2.367642e-06,6.107042e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.107042e-05
"41",40,61962.05,-5.7508,25.0337,95.0149,4.833,6.294,2.5042,24.89,25.68,16,20.94,18.98,4.66,100.121,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,4.08,1.98,25.77634,2.372185e-06,6.114626e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.114626e-05
"42",41,61962.05,-5.762,25.0384,95.0148,4.8317,6.2853,2.505,24.87,25.67,16,20.24,18.98,4.78,100.122,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,6.8,5.24,25.76579,2.378682e-06,6.128863e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.128863e-05
"43",42,61962.05,-5.7571,25.0409,95.0132,4.8246,6.291,2.5041,25.01,25.8,16,20.24,18.98,4.78,100.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.23,8.57,25.74697,2.378841e-06,6.124795e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.124795e-05
"44",43,61962.05,-5.7578,25.0349,95.0121,4.8249,6.2928,2.5046,24.94,25.77,16,20.24,18.98,4.78,100.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82,4.82,25.7607,2.37532e-06,6.118989e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.118989e-05
"45",44,61962.05,-5.7736,25.0241,95.0144,4.8235,6.2886,2.5034,25.06,25.8,16,20.24,18.98,4.96,100.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.58,3.16,25.76638,2.360761e-06,6.082826e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.082826e-05
"46",45,61962.05,-5.7782,25.031,95.0143,4.8344,6.2857,2.503,24.98,25.82,16,20.24,18.98,4.6,100.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,2.9,25.78114,2.343332e-06,6.041377e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.041377e-05
"47",46,61962.05,-5.7712,25.0337,95.0148,4.8334,6.2774,2.5031,24.96,25.78,16,20.24,18.98,4.93,100.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.53,2.18,25.82154,2.319018e-06,5.988063e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.988063e-05
"48",47,61962.05,-5.7506,25.0294,95.0171,4.8359,6.2797,2.5022,25,25.82,16,20.24,18.98,4.6,100.124,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,4.02,2.04,25.83705,2.277123e-06,5.883415e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.883415e-05
"49",48,61962.05,-5.7055,25.0199,95.0159,4.843,6.2803,2.5021,25,25.81,16,20.24,18.98,4.82,100.124,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,4.89,1.15,25.83125,2.22978e-06,5.759801e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.759801e-05
"50",49,61962.05,-5.6435,25.0421,95.0167,4.8487,6.2828,2.503,25.01,25.91,16,20.24,18.98,4.82,100.124,0,0,0,0,0,0,3.82,0,0,0,0,0,0,0,3.87,0.65,25.83028,2.197279e-06,5.675633e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.675633e-05
"51",50,61962.05,-5.584,25.0381,95.0149,4.8478,6.279,2.5029,24.97,25.8,16,20.24,18.98,5.06,100.125,0,0,0,0,0,0,3.65,0,0,0,0,0,0,0,2.18,0.36,25.82879,2.155612e-06,5.567686e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.567686e-05
"52",51,61962.05,-5.539,25.0405,95.0174,4.8455,6.2716,2.5035,25.01,25.91,16,20.24,18.98,5.02,100.125,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,4.98,0.27,25.83525,2.109995e-06,5.451223e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.451223e-05
"53",52,61962.05,-5.4965,25.0384,95.0189,4.8439,6.2678,2.5033,24.97,25.85,16,20.24,18.98,4.72,100.126,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,6.17,0.12,25.85738,2.081278e-06,5.38164e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38164e-05
"54",53,61962.05,-5.4469,25.0369,95.0158,4.8445,6.2625,2.5029,24.93,25.74,16,20.24,18.98,5.02,100.126,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,4.6,0.06,25.87881,2.045733e-06,5.294116e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.294116e-05
"55",54,61962.05,-5.4073,25.023,95.0151,4.8501,6.26,2.5034,25,25.81,16,20.24,18.98,4.75,100.126,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,3.71,0.04,25.86483,2.017314e-06,5.217749e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.217749e-05
"56",55,61962.05,-5.3689,25.0242,95.0164,4.8434,6.2548,2.5033,25.07,25.95,16,20.24,18.98,4.8,100.126,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,3.78,0.02,25.87279,1.998691e-06,5.171172e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.171172e-05
"57",56,61962.05,-5.3359,25.0191,95.0155,4.8404,6.2526,2.5035,25.06,25.86,16,20.24,19.05,4.78,100.126,0,0,0,0,0,0,3.49,0,0,0,0,0,0,0,4.75,0.01,25.87667,1.994915e-06,5.162176e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.162176e-05
"58",57,61962.05,-5.3011,25.026,95.0202,4.836,6.2485,2.503,25.1,26,16,20.24,19.11,4.93,100.126,0,0,0,0,0,0,4.96,0,0,0,0,0,0,0,4.92,0.01,25.87851,1.996223e-06,5.165927e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.165927e-05
"59",58,61962.05,-5.2749,25.031,95.0213,4.8336,6.2531,2.504,25.08,25.94,16,20.24,19.11,4.82,100.126,0,0,0,0,0,0,5.79,0,0,0,0,0,0,0,2.77,0,25.87446,1.993041e-06,5.156888e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.156888e-05
"60",59,61962.05,-5.2518,25.0287,95.0154,4.8349,6.2475,2.5028,24.98,25.78,16,20.24,19.11,5.12,100.126,0,0,0,0,0,0,7.01,0,0,0,0,0,0,0,3.81,0,25.86482,1.991065e-06,5.149855e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.149855e-05
"61",60,61962.05,-5.2343,25.0315,95.0193,4.8305,6.2454,2.5035,24.91,25.71,16,20.24,19.11,4.82,100.127,0,0,0,0,0,0,7.88,0,0,0,0,0,0,0,2.14,0,25.85104,1.996083e-06,5.160082e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.160082e-05
"62",61,61962.05,-5.2143,25.0311,95.0174,4.8332,6.244,2.5034,25.19,25.98,16,20.24,19.11,5.17,100.127,0,0,0,0,0,0,4.43,0,0,0,0,0,0,0,2.7,0,25.81613,2.006818e-06,5.180827e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.180827e-05
"63",62,61962.05,-5.1761,25.0336,95.0173,4.8374,6.2412,2.503,24.97,25.79,16,20.24,19.11,4.82,100.126,0,0,0,0,0,0,4.74,0,0,0,0,0,0,0,5.27,0,25.79349,2.014707e-06,5.196632e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.196632e-05
"64",63,61962.05,-5.1858,25.0378,95.0199,4.8349,6.2399,2.503,24.96,25.73,16,20.24,19.11,4.88,100.127,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,2.97,1.13,25.79124,2.022806e-06,5.217066e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.217066e-05
"65",64,61962.05,-5.1672,25.0346,95.0197,4.8326,6.2432,2.5022,25.08,25.8,16,20.24,19.11,4.84,100.127,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,8.04,2.88,25.77317,2.036203e-06,5.247941e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.247941e-05
"66",65,61962.05,-5.1608,25.0369,95.0184,4.831,6.2364,2.5025,24.9,25.69,16,20.24,19.11,5.17,100.127,0,0,0,0,0,0,6.08,0,0,0,0,0,0,0,8.27,1.62,25.78338,2.051583e-06,5.289675e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.289675e-05
"67",66,61962.05,-5.1579,25.0392,95.0183,4.8418,6.2281,2.5023,25,25.81,16,20.24,19.17,4.82,100.127,0,0,0,0,0,0,13.17,0,0,0,0,0,0,0,9.9,2.04,25.81413,2.054452e-06,5.30339e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30339e-05
"68",67,61962.05,-5.1533,25.0384,95.015,4.8368,6.2337,2.5024,24.98,25.81,16,20.24,19.17,4.82,100.127,0,0,0,0,0,0,13.03,0,0,0,0,0,0,0,9.88,1.15,25.81013,2.058213e-06,5.312275e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.312275e-05
