Seconds,Date_Time,CO2ppm,WVppt,RefBP,DegC1,DegC2,Volts_6,FRB_mlmin,FRC_mlmin,Chamber,TempC,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
10,62646.48,3.2451,25.027,96.2501,30.0843,29.1038,2.5039,25.08,25.77,15,22.06,35.33,4.54,101.805,0,0.71,0,0,0,12.59,2.93,0,5.9,22.81,0,0.02,0,29.11,1.99,0.01,25.78375,7.18614E-06,1.852856E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.852856E-04,0
11,62646.48,2.9782,25.0409,96.2517,30.09,29.1025,2.5039,25.04,25.8,15,22.06,35.33,4.77,101.804,0,0.4,0,0,0,7.08,1.65,0,14.76,29.45,0,0.01,0,23.12,1.12,0.01,25.78246,7.147922E-06,1.84291E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84291E-04,0
12,62646.48,2.7342,25.0399,96.2532,30.0714,29.1077,2.5046,24.82,25.61,15,22.06,35.33,4.51,101.804,0,0.23,0,0,0,6.99,14.8,0,17.11,16.57,0,0,0,29.35,0.63,0,25.76863,7.088981E-06,1.826733E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.826733E-04,0
13,62646.48,2.5818,25.0366,96.252,30.0809,29.1104,2.5042,24.95,25.74,15,22.06,35.33,4.93,101.803,0,0.13,0,0,0,8.43,11.14,0,9.63,9.32,0,0,0,22.01,0.35,0,25.73732,7.012398E-06,1.804803E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.804803E-04,0
14,62646.48,2.377,25.0334,96.2495,30.0849,29.1005,2.5042,25.08,25.86,15,22.06,35.33,4.72,101.803,0,0.07,0,0,0,5.87,6.27,0,5.41,5.24,0,0,8.25,28.13,0.2,0,25.72956,6.927949E-06,1.78253E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78253E-04,0
15,62646.48,2.1884,25.0333,96.253,30.0825,29.0985,2.5032,25.01,25.75,15,22.06,35.33,4.81,101.803,0,0.04,0,0,0,6.49,3.52,0,5.3,2.95,0,0,6.19,25.57,0.11,0,25.7146,6.853296E-06,1.762297E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.762297E-04,0
16,62646.48,2.0048,25.0346,96.2504,30.088,29.0979,2.5032,24.96,25.62,15,22.06,35.33,4.51,101.803,0,0.02,0,1.5,0,5.9,1.98,0,35.42,1.66,0,3.75,3.48,21.7,0.06,5.63,25.7101,6.778982E-06,1.742883E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.742883E-04,0
17,62646.48,1.7998,25.0388,96.2516,30.0852,29.0873,2.5039,24.9,25.59,15,22.17,35.33,4.54,101.803,0,0.01,0,5.72,0,4.44,1.12,0,26.11,3.56,0,1.58,1.47,12.15,0.03,3.16,25.70509,6.692741E-06,1.720375E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.720375E-04,0
18,62646.48,1.6793,25.0361,96.2509,30.0836,29.087,2.5039,25.09,25.81,15,22.17,35.33,4.93,101.803,0,0.01,0,7.15,0,6.44,0.63,0,22.94,2,0,1.19,1.1,9.12,0.02,5.53,25.70528,6.599688E-06,1.696468E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.696468E-04,0
19,62646.48,1.5509,25.0328,96.2511,30.083,29.0852,2.5028,24.97,25.72,15,22.17,35.33,4.54,101.803,0,0,0,7.77,0,3.62,0.35,0,12.9,1.13,0,0.5,0.46,8.5,0.01,3.11,25.72308,6.523998E-06,1.678173E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.678173E-04,0
20,62646.48,1.4219,25.0304,96.253,30.0793,29.0945,2.5029,25.06,25.77,15,22.17,35.33,4.87,101.803,0,0,0,7,0,2.04,1.7,0,7.26,3.63,0,0.28,1.85,7.03,0.01,1.75,25.71347,6.446156E-06,1.657531E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.657531E-04,0
21,62646.48,1.2831,25.0239,96.2535,30.0636,29.0983,2.5026,24.92,25.65,15,22.17,35.33,4.56,101.803,0,0,0,3.94,0,1.15,2.08,0,4.08,4.67,0,0.16,0.78,5.59,0,3.98,25.71886,6.342492E-06,1.631216E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.631216E-04,0
22,62646.48,1.1458,25.0321,96.2519,30.064,29.095,2.5024,25.02,25.74,15,22.17,35.33,4.54,101.803,0,0,0,9.9,0,9.27,1.17,0,2.3,7.13,0,0.09,0.44,13.27,0,8.06,25.73901,6.249602E-06,1.608586E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.608586E-04,0
23,62646.48,1.0874,25.0397,96.2517,30.0678,29.0946,2.5039,24.97,25.71,15,22.17,35.33,4.25,101.803,0,0,0,7.07,0,17.59,0.66,0,1.29,4.01,0,0.05,0.25,19.7,0,6.04,25.77426,6.162063E-06,1.588226E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588226E-04,0
24,62646.48,0.992,25.0328,96.2532,30.0691,29.0905,2.5041,25.06,25.82,15,22.17,35.33,4.49,101.803,0,0,0,6.6,0,17.39,0.37,0,0.73,2.25,0,0.03,5.39,13.9,0,9.77,25.76513,6.085395E-06,1.56791E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56791E-04,0
25,62646.48,0.8924,25.0505,96.2518,30.0751,29.1028,2.5036,25.08,25.8,15,22.17,35.33,4.51,101.803,0,0,0,8.21,0,24.03,0.21,0,25.72,2.77,0,0.02,4.16,6.71,0,5.5,25.7422,6.008487E-06,1.546717E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.546717E-04,0
26,62646.48,0.798,25.0378,96.2516,30.0741,29.0984,2.5036,25,25.71,15,22.17,35.33,4.93,101.803,0,0,0,6.31,0,15.77,0.12,0,14.47,1.56,0,0.01,28.03,4.9,0,3.09,25.74034,5.890247E-06,1.51617E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51617E-04,0
27,62646.48,0.7175,25.0302,96.2526,30.0869,29.09,2.5038,25.05,25.78,15,22.17,35.33,4.61,101.803,0,0,0,3.55,0,10,0.07,0,22.2,0.88,0,2.26,25.51,5,0,16.16,25.74098,5.759072E-06,1.482441E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.482441E-04,0
28,62646.48,0.6673,25.0273,96.2542,30.0745,29.0933,2.5033,25,25.74,15,22.17,34.99,4.91,101.803,0,0,0,2,0,19.87,0.04,0,22.61,0.49,0,1.27,14.35,12.94,0,14.37,25.73158,5.651053E-06,1.454106E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454106E-04,0
29,62646.48,0.6042,25.0206,96.252,30.0792,29.0971,2.5031,25.03,25.77,15,22.17,34.99,4.54,101.803,0,0,0,1.12,0,29.93,3.21,0,12.72,0.28,0,0.71,26.64,17.03,0,18.86,25.72006,5.549718E-06,1.427391E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427391E-04,0
30,62646.48,0.5165,25.0291,96.2522,30.0825,29.1005,2.5033,24.87,25.5,15,22.17,34.99,4.54,101.804,0,0,0,0.63,0,28.46,1.8,0,17.84,0.16,0,0.4,26.98,12.95,0,11.73,25.68955,5.438777E-06,1.397197E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.397197E-04,0
31,62646.48,0.4589,25.0347,96.2542,30.0852,29.0981,2.5039,25.08,25.7,15,22.17,34.99,4.56,101.804,0,0,0,0.36,0,20.32,1.02,0,17.16,1.59,0,0.23,35.99,7.29,0,17.8,25.66644,5.343326E-06,1.371441E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.371441E-04,0
32,62646.48,0.4066,25.0298,96.2515,30.0821,29.0983,2.5046,25.03,25.72,15,22.28,34.99,4.54,101.803,0,0,0,1.7,0,32.99,0.57,0,20.53,5.02,0,0.13,35.81,5.6,0,11.45,25.64919,5.27155E-06,1.35211E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35211E-04,0
33,62646.48,0.3413,25.0281,96.2534,30.0716,29.0844,2.5021,25.03,25.71,15,22.28,34.99,4.73,101.803,0,0,0,0.96,0,27.56,0.32,0,11.55,24.39,0,0.07,21.27,7.65,0,19.09,25.64466,5.212481E-06,1.336723E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336723E-04,0
34,62646.48,0.2532,25.0341,96.2533,30.0785,29.0931,2.5013,24.9,25.57,15,22.28,34.99,4.58,101.803,0,0,0,0.54,0,21.69,19.31,0,15.87,17.65,0,0.04,11.96,10.49,0,27.18,25.63718,5.15528E-06,1.321668E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321668E-04,0
35,62646.48,0.2003,25.0342,96.2533,30.0753,29.0903,2.5025,25.04,25.68,15,22.28,34.99,4.56,101.803,0,1.13,0,0.3,0,13.89,10.86,0,19.61,37.12,0,0.02,6.73,9.84,0,23.54,25.64852,5.117035E-06,1.312443E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312443E-04,0
36,62646.48,0.128,25.0344,96.2515,30.0664,29.0966,2.502,24.93,25.51,15,22.28,34.99,4.54,101.803,0,0.47,0,0.17,0,11.19,6.11,0,12.53,24.63,0,0.01,3.78,9.28,0,15.49,25.64728,5.108175E-06,1.310108E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310108E-04,0
37,62646.48,0.0586,25.0348,96.25,30.0586,29.0924,2.5031,24.97,25.73,15,22.28,34.76,4.9,101.803,0,0.36,0,0.1,0,10.23,3.44,0,9.67,17.23,0,0.01,2.13,8.22,0,13.96,25.66787,5.092415E-06,1.307115E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307115E-04,0
38,62646.48,-0.0098,25.0326,96.2516,30.053,29.0868,2.5033,24.92,25.64,15,22.28,34.76,4.51,101.803,0,0.2,0,0.05,0,5.75,1.93,0,8.44,9.69,0,0,1.2,5.75,0,11.79,25.65825,5.08305E-06,1.304222E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.304222E-04,0
39,62646.48,-0.0906,25.0251,96.2511,30.0594,29.0871,2.5032,25.05,25.74,15,22.28,34.76,4.56,101.802,0,0.08,0,0.03,0,3.24,1.09,0,18.62,10.33,0,0,0.67,9.8,0,8.88,25.67145,5.059592E-06,1.298871E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298871E-04,0
40,62646.48,-0.1705,25.0319,96.2523,30.0795,29.0898,2.5035,24.97,25.7,15,22.28,34.76,4.54,101.803,0,0.06,0,0.02,0,1.82,0.61,0,11.6,5.81,0,0,0.38,6.64,0,6.5,25.6881,5.016875E-06,1.28874E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28874E-04,0
41,62646.48,-0.245,25.023,96.2519,30.0578,29.0918,2.5037,25.02,25.7,15,22.28,34.76,4.93,101.803,0,0.03,0,0.01,0,1.02,0.34,0,6.53,3.27,3.75,0,0.21,21.73,0,5.34,25.70303,4.987873E-06,1.282035E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282035E-04,0
42,62646.48,-0.3315,25.0259,96.2527,30.0521,29.0952,2.5039,24.94,25.62,15,22.38,34.76,4.73,101.802,0,0.02,0,1.13,0,3.58,0.19,0,3.67,15.34,13.92,0,0.12,34.72,0,3,25.70028,4.964534E-06,1.275899E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.275899E-04,0
43,62646.48,-0.4134,25.0321,96.2509,30.0686,29.1036,2.5035,25.08,25.78,15,22.38,34.76,4.51,101.803,0,0.01,0,5.14,0,3.14,0.11,0,2.06,9.75,7.83,0,0.07,21.03,0,3.94,25.71805,4.929062E-06,1.267659E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.267659E-04,0
44,62646.48,-0.4827,25.0258,96.2478,30.0682,29.0963,2.5038,24.96,25.7,15,22.38,34.76,4.54,101.803,0,0,0,6.26,0,1.76,0.06,0,1.16,12.8,4.4,0,0.04,12.96,0,3.9,25.71039,4.889092E-06,1.257005E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257005E-04,0
45,62646.48,-0.5794,25.0379,96.2493,30.0637,29.0877,2.5043,24.99,25.73,15,22.38,34.76,4.56,101.803,0,0,0,5.46,0,0.99,1.53,0,8.15,7.2,2.48,0,0.02,18.54,0,2.2,25.71219,4.85453E-06,1.248206E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.248206E-04,0
46,62646.48,-0.6523,25.0355,96.2532,30.0619,29.0927,2.5037,24.93,25.67,15,22.38,34.76,4.54,101.803,0,1.13,0,6.34,0,0.56,1.99,7.31,22.59,4.05,1.39,0,3.01,28.43,0,10.42,25.6867,4.819947E-06,1.238085E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238085E-04,0
47,62646.48,-0.766,25.0293,96.2552,30.0764,29.0929,2.5039,24.98,25.67,15,22.38,34.76,4.44,101.803,0,0.63,0,11.07,0,0.31,1.12,4.11,19.08,2.28,19.16,0,1.69,32.49,0,5.86,25.67776,4.784207E-06,1.228477E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228477E-04,0
48,62646.48,-0.8311,25.0445,96.2554,30.0743,29.0966,2.5033,25,25.71,15,22.38,34.57,4.49,101.802,0,0.36,0,8.3,0,2.43,0.63,2.31,29.48,4.28,28.03,1.13,0.95,27.09,0,4.8,25.67808,4.754975E-06,1.220986E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.220986E-04,0
49,62646.48,-0.9268,25.0426,96.2548,30.082,29.0852,2.5031,25,25.75,15,22.38,34.57,4.49,101.803,0,0.2,0,3.5,0,4.63,0.35,1.3,19.4,4.66,16.89,0.63,0.54,18.24,0,4.2,25.69069,4.723589E-06,1.213522E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.213522E-04,0
50,62646.48,-1.0111,25.0321,96.2532,30.0659,29.0841,2.5041,24.97,25.62,15,22.38,34.57,4.49,101.802,0,0.11,0,1.97,0,3.47,0.2,1.86,10.91,6.56,9.5,1.48,0.3,18.51,0,4.05,25.66545,4.682275E-06,1.201727E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.201727E-04,0
51,62646.48,-1.1099,25.0361,96.2497,30.0709,29.0835,2.5028,24.9,25.58,15,22.38,34.57,4.46,101.802,0,0.06,0,4.11,0,1.95,14.17,3.29,6.14,3.69,15.47,0.83,0.17,15.66,0,13.53,25.66171,4.631235E-06,1.188454E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.188454E-04,0
52,62646.48,-1.251,25.0346,96.2511,30.0705,29.0884,2.5032,24.96,25.6,15,22.38,34.44,4.49,101.802,0,0.02,0,18.48,0,3.54,13.91,3.26,7.19,5.85,11.61,0.26,1.55,11.66,0,34.27,25.65645,4.587603E-06,1.177016E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177016E-04,0
53,62646.48,-1.3619,25.0337,96.2509,30.0793,29.0838,2.5058,25.05,25.78,15,22.38,34.44,4.51,101.802,0,0.01,0,10.39,0,5.24,15.99,1.37,18.64,6.97,16.71,1.24,0.66,15.56,0,19.28,25.66927,4.55942E-06,1.17037E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17037E-04,0
54,62646.48,-1.4182,25.0438,96.2506,30.0858,29.093,2.5037,25.06,25.78,15,22.38,34.36,4.51,101.802,0,0.01,0,9.22,0,2.95,13.49,1.03,18.48,8.98,12.53,0.93,0.49,20.19,1.5,10.84,25.69448,4.531801E-06,1.164423E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.164423E-04,0
55,62646.48,-1.4889,25.039,96.2486,30.0786,29.0869,2.5031,24.99,25.7,16,22.38,34.36,4.54,101.802,0,0,0,5.19,0,1.66,25.59,0.58,31.21,24.55,25.05,2.21,0.28,19.04,3.09,6.1,25.72486,4.486304E-06,1.154096E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154096E-04
56,62646.48,-1.5658,25.0412,96.2513,30.0792,29.0816,2.5036,24.86,25.54,16,22.38,34.36,4.89,101.802,0,0,0,2.92,0,2.06,10.8,0.33,35.37,31.06,28.34,2.74,0.16,19.34,1.74,3.43,25.75924,4.452275E-06,1.146872E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.146872E-04
57,62646.48,-1.6383,25.0249,96.2515,30.0785,29.0768,2.5038,25.04,25.8,16,22.38,34.3,4.51,101.801,0,0,0,1.64,0,1.16,6.07,0.14,19.14,27.78,20.07,1.54,0.09,17.44,0.98,1.93,25.78662,4.463394E-06,1.150959E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.150959E-04
58,62646.48,-1.676,25.0316,96.2502,30.0846,29.0838,2.5055,24.99,25.84,16,22.38,34.3,4.56,101.801,0,0,0,0.92,0,0.65,16.54,0.1,14.35,20.83,12.97,0.87,0.05,16,0.55,1.09,25.79271,4.510162E-06,1.163293E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.163293E-04
59,62646.48,-1.7228,25.0348,96.252,30.0889,29.083,2.504,25.04,25.92,16,22.38,34.3,4.56,101.801,0,0,0,0.52,1.5,1.87,21.41,0.06,8.07,29.53,24.36,0.49,0.03,18,0.31,4.36,25.78909,4.585402E-06,1.182533E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.182533E-04
60,62646.48,-1.7788,25.0315,96.2541,30.081,29.0768,2.5029,25.06,25.91,16,22.38,34.3,4.56,101.801,0,0,0,0.29,3.84,2.17,34.2,0.02,4.54,16.61,27.77,4.59,0.02,11.25,0.17,5.27,25.79429,4.69067E-06,1.209925E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.209925E-04
61,62646.48,-1.8194,25.035,96.2529,30.0675,29.0839,2.5037,24.97,25.8,16,22.38,34.3,4.51,101.801,0,0,0,0.16,2.16,3.47,19.24,0.02,2.55,9.34,24.24,2.58,0.01,6.33,0.1,2.96,25.81767,4.840064E-06,1.249591E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249591E-04
62,62646.48,-1.8582,25.027,96.2509,30.076,29.0879,2.505,24.96,25.73,16,22.38,34.3,4.87,101.801,0,0,0,0.09,1.22,1.95,10.82,5.07,1.44,5.26,27.14,1.45,0,4.68,0.06,1.67,25.82468,5.009568E-06,1.293705E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293705E-04
