Seconds,Date_Time,CO2ppm,WVppt,RefBP,DegC1,DegC2,Volts_6,FRB_mlmin,FRC_mlmin,Chamber,TempC,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
0,61962.13,149.5274,25.0279,95.6112,6.0259,7.0358,2.5031,24.93,25.6,16,20.5,18.16,3.79,100.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84937,1.375856E-04,3.556502E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.556502E-03
1,61962.13,149.5342,25.0381,95.6194,5.8872,6.9628,2.5039,25.04,25.9,16,20.5,17.15,3.82,100.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84937,1.37603E-04,3.55695E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55695E-03
2,61962.13,149.5322,25.0315,95.6191,5.8892,6.9578,2.5041,25.02,25.92,16,20.5,17.15,3.79,100.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84937,1.37608E-04,3.55708E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55708E-03
3,61962.13,149.5195,25.0365,95.6157,5.8807,6.9556,2.5034,24.96,25.76,16,20.5,17.15,3.82,100.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84937,1.37614E-04,3.557235E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.557235E-03
4,61962.13,149.5178,25.0168,95.6172,5.8625,6.9528,2.5038,25.12,25.87,16,20.5,17.14,3.97,100.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84937,1.376283E-04,3.557604E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.557604E-03
5,61962.13,149.5102,25.0233,95.6169,5.8631,6.9542,2.5037,25.05,25.77,16,20.5,17.14,3.82,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84937,1.37641E-04,3.557934E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.557934E-03
6,61962.13,149.538,25.0329,95.6192,5.8532,6.9458,2.5029,25.08,25.84,16,20.5,17.14,3.84,100.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84937,1.376668E-04,3.558599E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558599E-03
7,61962.13,149.5376,25.019,95.6198,5.8418,6.9416,2.5037,24.99,25.86,16,20.5,17.14,3.82,100.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84937,1.376602E-04,3.558428E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558428E-03
8,61962.13,149.5545,25.0218,95.621,5.8417,6.9325,2.5046,25.01,25.87,16,20.5,17.14,4.15,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.80433,1.376448E-04,3.551833E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.551833E-03
9,61962.13,149.5498,25.0193,95.6234,5.8273,6.9281,2.5036,24.98,25.78,16,20.5,17.14,3.82,100.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.80248,1.376452E-04,3.551587E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.551587E-03
10,61962.13,149.5464,25.0352,95.6205,5.8362,6.9247,2.5029,25.06,25.8,16,20.5,17.14,3.99,100.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.80269,1.376359E-04,3.551376E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.551376E-03
11,61962.13,149.5435,25.0418,95.6226,5.8244,6.9218,2.5031,25.1,25.87,16,20.5,17.14,3.82,100.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78981,1.376447E-04,3.54983E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54983E-03
12,61962.13,149.5377,25.038,95.6253,5.815,6.9213,2.5036,24.9,25.69,16,20.5,17.14,3.82,100.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78237,1.376656E-04,3.549346E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.549346E-03
13,61962.13,149.5444,25.0347,95.6252,5.817,6.9196,2.5051,24.94,25.71,16,20.5,17.14,3.82,100.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.76318,1.376708E-04,3.546836E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.546836E-03
14,61962.13,149.545,25.0409,95.626,5.8074,6.9188,2.5043,24.95,25.71,16,20.5,17.14,3.82,100.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.73601,1.376738E-04,3.543173E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.543173E-03
15,61962.13,149.5509,25.026,95.6268,5.7916,6.9143,2.5036,25.08,25.89,16,20.5,17.14,3.82,100.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.73444,1.376973E-04,3.543564E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.543564E-03
16,61962.13,149.5493,25.0257,95.624,5.7815,6.9066,2.5031,24.9,25.73,16,19.87,17.14,3.82,100.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75903,1.376968E-04,3.546935E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.546935E-03
17,61962.13,149.5409,25.0302,95.6247,5.7747,6.902,2.5031,24.94,25.76,16,19.87,17.14,3.82,100.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7797,1.377053E-04,0.00355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355
18,61962.13,149.5417,25.035,95.6259,5.7729,6.8958,2.5028,24.87,25.72,16,19.87,17.14,3.82,100.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.80689,1.377372E-04,3.554569E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.554569E-03
19,61962.13,149.5561,25.0353,95.6259,5.7806,6.8938,2.5045,24.91,25.76,16,19.87,17.16,3.79,100.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.83005,1.377603E-04,3.558354E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558354E-03
20,61962.13,149.527,25.0318,95.6238,5.772,6.8948,2.5037,24.93,25.79,16,19.87,17.16,3.82,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84538,1.377794E-04,3.560959E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.560959E-03
21,61962.13,149.5376,25.0339,95.6238,5.7625,6.8902,2.5036,25.19,26.03,16,19.87,17.16,4.18,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84241,1.37765E-04,3.560179E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.560179E-03
22,61962.13,149.5308,25.0332,95.6203,5.7466,6.8858,2.5036,25.09,25.97,16,19.87,17.16,3.79,100.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8382,1.377647E-04,3.559593E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.559593E-03
23,61962.13,149.5214,25.0338,95.6216,5.7429,6.8858,2.5031,25.02,25.83,16,19.87,17.16,4.19,100.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8468,1.377533E-04,3.560481E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.560481E-03
24,61962.13,149.5539,25.0345,95.6216,5.7328,6.877,2.5027,25,25.8,16,19.87,17.16,3.7,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8384,1.377409E-04,3.559004E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.559004E-03
25,61962.13,149.5369,25.0354,95.6191,5.7307,6.8726,2.5028,24.86,25.72,16,19.87,17.16,3.75,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82297,1.377464E-04,3.55702E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55702E-03
26,61962.13,149.5412,25.0186,95.6185,5.7184,6.8699,2.5032,25,25.84,16,19.87,17.16,3.82,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8087,1.377639E-04,3.555506E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555506E-03
27,61962.13,149.5435,25.0286,95.6175,5.7148,6.876,2.5042,24.95,25.71,16,19.87,17.21,3.82,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78621,1.37769E-04,3.552539E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.552539E-03
28,61962.13,149.5446,25.033,95.6182,5.7131,6.8708,2.504,25.05,25.82,16,19.87,17.21,3.82,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75413,1.377679E-04,3.548092E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.548092E-03
29,61962.13,149.5224,25.0184,95.6206,5.7231,6.8653,2.5039,24.93,25.76,16,19.87,17.21,3.86,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.76374,1.37788E-04,3.549935E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.549935E-03
30,61962.13,149.5552,25.0431,95.6224,5.7195,6.8593,2.5035,24.97,25.79,16,19.87,17.25,3.84,100.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78061,1.37798E-04,3.552517E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.552517E-03
31,61962.13,149.5391,25.0426,95.6211,5.725,6.8559,2.5041,24.93,25.79,16,19.87,17.25,4.01,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.80596,1.378106E-04,3.556334E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.556334E-03
32,61962.13,149.544,25.0408,95.6236,5.7224,6.848,2.5036,25.07,25.86,16,19.87,17.25,4.18,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82416,1.37837E-04,3.559525E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.559525E-03
33,61962.13,149.5098,25.0247,95.6215,5.7238,6.8444,2.5036,25.02,25.76,16,19.87,17.29,3.82,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.83195,1.378502E-04,3.560939E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.560939E-03
34,61962.13,149.5069,25.0099,95.6185,5.7228,6.8448,2.5049,24.98,25.81,16,19.87,17.29,3.94,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85018,1.378605E-04,3.56372E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56372E-03
35,61962.13,149.5173,25.0239,95.6191,5.7418,6.842,2.5048,25.05,25.94,16,19.87,17.29,3.82,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8526,1.378643E-04,3.564149E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.564149E-03
36,61962.13,149.5273,25.0367,95.6166,5.7444,6.8462,2.5041,25.02,25.89,16,19.63,17.29,4.22,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.87644,1.378599E-04,3.567323E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.567323E-03
37,61962.13,149.5334,25.0341,95.6178,5.7406,6.8377,2.5043,25.05,25.94,16,19.63,17.29,3.82,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8818,1.378518E-04,3.567854E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.567854E-03
38,61962.13,149.5368,25.0332,95.621,5.736,6.8346,2.5031,24.95,25.81,16,19.63,17.29,4.21,100.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88203,1.378547E-04,3.567958E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.567958E-03
39,61962.13,149.5405,25.0345,95.6208,5.7398,6.8363,2.5009,24.99,25.86,16,19.63,17.29,3.82,100.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.87873,1.378525E-04,3.567449E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.567449E-03
40,61962.13,149.5258,25.0349,95.6222,5.7273,6.8303,2.5031,24.98,25.87,16,19.63,17.29,3.82,100.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.87857,1.378611E-04,3.567649E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.567649E-03
41,61962.13,149.535,25.036,95.6247,5.7132,6.8249,2.5035,25,25.89,16,19.63,17.29,3.84,100.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85535,1.378737E-04,3.564774E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.564774E-03
42,61962.13,149.5488,25.0357,95.6263,5.7057,6.8188,2.5037,25.05,25.92,16,19.63,17.29,3.84,100.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.83886,1.378976E-04,3.563118E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.563118E-03
43,61962.13,149.521,25.023,95.6241,5.6919,6.8167,2.503,25,25.77,16,19.63,17.29,3.84,100.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84072,1.379257E-04,0.0035641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035641
44,61962.13,149.5628,25.0287,95.6237,5.6852,6.811,2.5044,24.99,25.82,16,19.63,17.29,3.82,100.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84344,1.379215E-04,3.564366E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.564366E-03
45,61962.13,149.5399,25.0247,95.6249,5.6829,6.8083,2.5017,25,25.84,16,19.63,17.29,3.82,100.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86787,1.379164E-04,3.567605E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.567605E-03
46,61962.13,149.5601,25.0268,95.6259,5.698,6.8017,2.5028,24.96,25.82,16,19.63,17.29,3.82,100.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85623,1.379343E-04,3.56646E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56646E-03
47,61962.13,149.5194,25.0242,95.6236,5.6965,6.7983,2.5035,24.99,25.82,16,19.63,17.29,4.2,100.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85037,1.379281E-04,3.565493E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.565493E-03
48,61962.13,149.5226,25.0337,95.621,5.6932,6.7987,2.5035,25.05,25.93,16,19.63,17.29,3.82,100.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.83306,1.379289E-04,3.563127E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.563127E-03
49,61962.13,149.5035,25.029,95.6221,5.682,6.7942,2.5048,25.07,25.9,16,19.63,17.29,3.84,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82003,1.37956E-04,3.562027E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.562027E-03
50,61962.13,149.5041,25.0291,95.6184,5.6732,6.7834,2.5041,25.09,25.87,16,19.63,17.29,3.82,100.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8247,1.379684E-04,3.562993E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.562993E-03
51,61962.13,149.5262,25.0303,95.6187,5.6747,6.7869,2.5032,25.13,25.84,16,19.63,17.29,4.22,100.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82165,1.382962E-04,3.571036E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571036E-03
52,61962.13,149.5478,25.0237,95.6149,5.6739,6.7902,2.5049,24.87,25.64,16,19.63,17.29,3.82,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82062,1.390299E-04,3.589839E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.589839E-03
53,61962.13,149.5399,25.0419,95.614,5.6646,6.7795,2.5037,25,25.8,16,19.63,17.29,4.09,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82592,1.391873E-04,3.59464E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59464E-03
54,61962.13,149.5386,25.0454,95.6168,5.6537,6.7762,2.5037,24.9,25.75,16,19.63,17.29,3.77,100.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82781,1.38744E-04,3.583453E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.583453E-03
55,61962.13,149.5373,25.0396,95.6181,5.6542,6.7775,2.5038,25.04,25.88,16,19.63,17.29,4.21,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82894,1.377596E-04,3.558185E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558185E-03
56,61962.13,149.5478,25.0341,95.6179,5.6592,6.7739,2.5038,25.08,25.94,16,19.63,17.29,3.82,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.83401,1.358798E-04,3.510319E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.510319E-03
57,61962.13,149.537,25.0363,95.6181,5.6526,6.7698,2.5035,25.08,25.9,16,19.63,17.29,3.8,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86256,1.334066E-04,3.450236E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.450236E-03
58,61962.13,149.5334,25.0344,95.6179,5.651,6.7657,2.5035,24.94,25.86,16,19.63,17.29,3.82,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88111,1.300413E-04,3.365614E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.365614E-03
59,61962.13,149.5344,25.0372,95.6191,5.6411,6.7623,2.5031,24.93,25.88,16,19.63,17.29,3.86,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89034,1.262188E-04,3.267848E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.267848E-03
60,61962.13,149.5254,25.0508,95.6196,5.639,6.7615,2.5035,24.96,25.84,16,19.63,17.29,3.82,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86553,1.224778E-04,3.167954E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.167954E-03
61,61962.13,149.5435,25.0288,95.6205,5.6225,6.7577,2.5035,24.97,25.84,16,19.63,17.29,3.82,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84933,1.186102E-04,3.065995E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.065995E-03
62,61962.13,149.5338,25.0254,95.6164,5.6121,6.7547,2.5037,25,25.82,16,19.63,17.29,3.82,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.81065,1.147794E-04,2.96253E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96253E-03
63,61962.13,149.5296,25.0271,95.6203,5.6063,6.7531,2.5045,25.07,25.93,16,19.63,17.29,3.82,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82738,1.114079E-04,2.877373E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.877373E-03
64,61962.13,149.5407,25.0366,95.6198,5.5973,6.751,2.5032,24.88,25.7,16,19.63,17.29,4.01,100.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85228,1.086901E-04,2.809887E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.809887E-03
65,61962.13,149.5143,25.0375,95.62,5.5985,6.7516,2.5041,24.92,25.72,16,19.63,17.29,3.77,100.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.83967,1.069405E-04,2.763307E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.763307E-03
66,61962.13,149.5309,25.0278,95.6207,5.583,6.7442,2.5042,24.91,25.74,16,19.63,17.29,4.21,100.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7845,1.056495E-04,2.72412E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72412E-03
67,61962.13,149.5579,25.0229,95.6212,5.5794,6.7402,2.5042,24.99,25.78,16,19.63,17.29,3.82,100.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.69869,1.039981E-04,2.672615E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.672615E-03
68,61962.13,149.5589,25.0282,95.6209,5.5825,6.7403,2.5034,24.98,25.75,16,19.63,17.29,4.22,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.58791,1.025436E-04,2.623875E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.623875E-03
69,61962.13,149.5579,25.0287,95.6217,5.5752,6.7383,2.5028,25.07,25.88,16,19.63,17.29,3.82,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.46318,1.01181E-04,2.576391E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.576391E-03
70,61962.13,149.5228,25.028,95.6188,5.5603,6.7344,2.5034,24.8,25.32,0,19.63,17.29,4.18,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.32929,9.938684E-05,2.517398E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,61962.13,149.5149,25.0237,95.6205,5.5543,6.7286,2.5038,24.79,24.95,0,19.21,17.29,3.77,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.21027,9.717193E-05,2.449731E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,61962.13,149.5499,25.0175,95.6206,5.5591,6.7295,2.504,24.76,24.86,0,19.21,17.29,3.82,100.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.07674,9.469254E-05,2.37458E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
